,종목코드,종목명,종류
789,032750,삼진,KOSDAQ
790,032800,G러닝,KOSDAQ
791,032820,우리기술,KOSDAQ
792,032830,삼성생명,KOSPI
793,032850,비트컴퓨터,KOSDAQ
794,032940,원익,KOSDAQ
795,032960,동일기연,KOSDAQ
796,032980,바이온,KOSDAQ
797,033050,제이엠아이,KOSDAQ
798,033100,제룡전기,KOSDAQ
799,033110,이디,KOSDAQ
800,033130,디지틀조선,KOSDAQ
801,033160,엠케이전자,KOSDAQ
802,033170,시그네틱스,KOSDAQ
803,033180,필룩스,KOSPI
804,033200,모아텍,KOSDAQ
805,033230,인성정보,KOSDAQ
806,033240,자화전자,KOSPI
807,033250,체시스,KOSPI
808,033270,유나이티드제약,KOSPI
809,033290,코웰패션,KOSDAQ
810,033310,디케이디앤아이,KOSDAQ
811,033320,제이씨현,KOSDAQ
812,033340,좋은사람들,KOSDAQ
813,033500,동성화인텍,KOSDAQ
814,033530,세종공업,KOSPI
815,033540,파라텍,KOSDAQ
816,033560,블루콤,KOSDAQ
817,033600,이젠텍,KOSDAQ
818,033640,네패스,KOSDAQ
819,033660,아주캐피탈,KOSPI
820,033780,KT&G;,KOSPI
821,033790,스카이문스테크놀로지,KOSDAQ
822,033830,티비씨,KOSDAQ
823,033920,무학,KOSPI
824,034020,두산중공업,KOSPI
825,034120,SBS,KOSPI
826,034220,LG디스플레이,KOSPI
827,034230,파라다이스,KOSDAQ
828,034300,신세계건설,KOSPI
829,034310,NICE,KOSPI
830,034590,인천도시가스,KOSPI
831,034730,SK,KOSPI
832,03473K,SK우,KOSPI
833,034810,해성산업,KOSDAQ
834,034830,한국토지신탁,KOSDAQ
835,034940,조아제약,KOSDAQ
836,034950,한국기업평가,KOSDAQ
837,035000,지투알,KOSPI
838,035080,인터파크홀딩스,KOSDAQ
839,035150,백산,KOSPI
840,035200,프럼파스트,KOSDAQ
841,035250,강원랜드,KOSPI
842,035420,NHN,KOSPI
843,035460,기산텔레콤,KOSDAQ
844,035510,신세계 I&C;,KOSPI
845,035600,KG이니시스,KOSDAQ
846,035610,솔본,KOSDAQ
847,035720,카카오,KOSDAQ
848,035760,CJ오쇼핑,KOSDAQ
849,035810,이지바이오,KOSDAQ
850,035890,서희건설,KOSDAQ
851,035900,JYP Ent.,KOSDAQ
852,036000,예림당,KOSDAQ
853,036010,아비코전자,KOSDAQ
854,036030,KTH,KOSDAQ
855,036090,위지트,KOSDAQ
856,036120,SCI평가정보,KOSDAQ
857,036170,씨티엘,KOSDAQ
858,036180,영인프런티어,KOSDAQ
859,036190,금화피에스시,KOSDAQ
860,036200,유니셈,KOSDAQ
861,036260,이매진아시아,KOSDAQ
862,036420,제이콘텐트리,KOSDAQ
863,036460,한국가스공사,KOSPI
864,036480,대성미생물,KOSDAQ
865,036490,SK머티리얼즈,KOSDAQ
866,036530,S&T;홀딩스,KOSPI
867,036540,SFA반도체,KOSDAQ
868,036560,영풍정밀,KOSDAQ
869,036570,엔씨소프트,KOSPI
870,036580,팜스코,KOSPI
871,036620,버추얼텍,KOSDAQ
872,036630,세종텔레콤,KOSDAQ
873,036640,HRS,KOSDAQ
874,036670,KCI,KOSDAQ
875,036690,코맥스,KOSDAQ
876,036710,심텍홀딩스,KOSDAQ
877,036800,나이스정보통신,KOSDAQ
878,036810,에프에스티,KOSDAQ
879,036830,솔브레인,KOSDAQ
880,036890,진성티이씨,KOSDAQ
881,036930,주성엔지니어링,KOSDAQ
882,037070,파세코,KOSDAQ
883,037230,한국팩키지,KOSDAQ
884,037270,YG PLUS,KOSPI
885,037330,인지디스플레,KOSDAQ
886,037350,성도이엔지,KOSDAQ
887,037370,EG,KOSDAQ
888,037400,우리조명지주,KOSDAQ
889,037440,희림,KOSDAQ
890,037460,삼지전자,KOSDAQ
891,037560,CJ헬로,KOSPI
892,037710,광주신세계,KOSPI
893,037760,쎄니트,KOSDAQ
894,037950,한성엘컴텍,KOSDAQ
895,038010,제일테크노스,KOSDAQ
896,038060,루멘스,KOSDAQ
897,038070,서린바이오,KOSDAQ
898,038110,에코플라스틱,KOSDAQ
899,038160,팍스넷,KOSDAQ
900,038290,마크로젠,KOSDAQ
901,038390,레드캡투어,KOSDAQ
902,038460,바이오스마트,KOSDAQ
903,038500,삼표시멘트,KOSDAQ
904,038530,골드퍼시픽,KOSDAQ
905,038540,텍셀네트컴,KOSDAQ
906,038620,위즈코프,KOSDAQ
907,038680,에스넷,KOSDAQ
908,038870,에코바이오,KOSDAQ
909,038880,아이에이,KOSDAQ
910,038950,파인디지털,KOSDAQ
911,039010,현대통신,KOSDAQ
912,039020,이건홀딩스,KOSDAQ
913,039030,이오테크닉스,KOSDAQ
914,039130,하나투어,KOSPI
915,039200,오스코텍,KOSDAQ
916,039230,폭스브레인,KOSDAQ
917,039240,경남스틸,KOSDAQ
918,039290,인포뱅크,KOSDAQ
919,039310,세중,KOSDAQ
920,039340,한국경제TV,KOSDAQ
921,039420,케이엘넷,KOSDAQ
922,039440,에스티아이,KOSDAQ
923,039490,키움증권,KOSPI
924,039560,다산네트웍스,KOSDAQ
925,039570,아이콘트롤스,KOSPI
926,039610,화성밸브,KOSDAQ
927,039670,스포츠서울,KOSDAQ
928,039740,한국정보공학,KOSDAQ
929,039830,오로라,KOSDAQ
930,039840,디오,KOSDAQ
931,039860,나노엔텍,KOSDAQ
932,039980,리노스,KOSDAQ
933,040160,누리텔레콤,KOSDAQ
934,040300,YTN,KOSDAQ
935,040350,큐로컴,KOSDAQ
936,040420,정상제이엘에스,KOSDAQ
937,040610,SG&G;,KOSDAQ
938,040910,아이씨디,KOSDAQ
939,041020,인프라웨어,KOSDAQ
940,041140,게임하이,KOSDAQ
941,041190,우리기술투자,KOSDAQ
942,041440,에버다임,KOSDAQ
943,041460,한국전자인증,KOSDAQ
944,041510,에스엠,KOSDAQ
945,041520,이라이콤,KOSDAQ
946,041590,GemTech,KOSDAQ
947,041650,상신브레이크,KOSPI
948,041830,바이오스페이스,KOSDAQ
949,041910,에스텍파마,KOSDAQ
950,041920,메디아나,KOSDAQ
951,041930,동아화성,KOSDAQ
952,041960,코미팜,KOSDAQ
953,042000,카페24,KOSDAQ
954,042110,에스씨디,KOSDAQ
955,042370,비츠로테크,KOSDAQ
956,042420,네오위즈홀딩스,KOSDAQ
957,042500,링네트,KOSDAQ
958,042510,라온시큐어,KOSDAQ
959,042520,한스바이오메드,KOSDAQ
960,042600,새로닉스,KOSDAQ
961,042660,대우조선해양,KOSPI
962,042670,두산인프라코어,KOSPI
963,042700,한미반도체,KOSPI
964,043090,팜스웰바이오,KOSDAQ
965,043150,바텍,KOSDAQ
966,043200,파루,KOSDAQ
967,043260,성호전자,KOSDAQ
968,043290,케이맥,KOSDAQ
969,043340,에쎈테크,KOSDAQ
970,043360,디지아이,KOSDAQ
971,043370,평화정공,KOSDAQ
972,043590,크로바하이텍,KOSDAQ
973,043610,지니뮤직,KOSDAQ
974,043650,국순당,KOSDAQ
975,043910,자연과환경,KOSDAQ
976,044060,조광ILI,KOSDAQ
977,044180,KD건설,KOSDAQ
978,044340,위닉스,KOSDAQ
979,044380,주연테크,KOSPI
980,044450,KSS해운,KOSPI
981,044480,바이오제네틱스,KOSDAQ
982,044490,태웅,KOSDAQ
983,044780,에이치케이,KOSDAQ
984,044820,코스맥스,KOSPI
985,044960,이-글 벳,KOSDAQ
986,045060,오공,KOSDAQ
987,045100,한양이엔지,KOSDAQ
988,045300,성우테크론,KOSDAQ
989,045340,토탈소프트,KOSDAQ
990,045390,대아티아이,KOSDAQ
991,045510,정원엔시스,KOSDAQ
992,045520,크린앤사이언스,KOSDAQ
993,045660,에이텍,KOSDAQ
994,045890,DB라이텍,KOSDAQ
995,045970,코아시아홀딩스,KOSDAQ
996,046070,코다코,KOSDAQ
997,046110,한일네트웍스,KOSDAQ
998,046120,오르비텍,KOSDAQ
999,046140,SBS콘텐츠허브,KOSDAQ
1000,046210,파나진,KOSDAQ
1001,046310,백금T&A;,KOSDAQ
1002,046390,삼화네트웍스,KOSDAQ
1003,046440,KG모빌리언스,KOSDAQ
1004,046890,서울반도체,KOSDAQ
1005,046940,우원개발,KOSDAQ
1006,046970,우리로,KOSDAQ
1007,047040,대우건설,KOSPI
1008,047050,포스코대우,KOSPI
1009,047080,한빛소프트,KOSDAQ
1010,047310,파워로직스,KOSDAQ
1011,047400,유니온머티리얼,KOSPI
1012,047560,이스트소프트,KOSDAQ
1013,047810,한국항공우주,KOSPI
1014,047820,초록뱀,KOSDAQ
1015,048260,오스템임플란트,KOSDAQ
1016,048410,현대아이비티,KOSDAQ
1017,048430,유라테크,KOSDAQ
1018,048470,대동스틸,KOSDAQ
1019,048530,인트론바이오,KOSDAQ
1020,048550,SM C&C;,KOSDAQ
1021,048770,TPC,KOSDAQ
1022,048830,엔피케이,KOSDAQ
1023,048910,대원미디어,KOSDAQ
1024,049070,인탑스,KOSDAQ
1025,049080,기가레인,KOSDAQ
1026,049120,파인디앤씨,KOSDAQ
1027,049180,셀루메드,KOSDAQ
1028,049430,코메론,KOSDAQ
1029,049470,SGA,KOSDAQ
1030,049480,오픈베이스,KOSDAQ
1031,049520,유아이엘,KOSDAQ
1032,049550,잉크테크,KOSDAQ
1033,049630,재영솔루텍,KOSDAQ
1034,049720,고려신용정보,KOSDAQ
1035,049770,동원F&B;,KOSPI
1036,049800,우진플라임,KOSPI
1037,049830,승일,KOSDAQ
1038,049950,미래컴퍼니,KOSDAQ
1039,049960,쎌바이오텍,KOSDAQ
1040,050090,휘닉스소재,KOSDAQ
1041,050110,캠시스,KOSDAQ
1042,050120,라이브플렉스,KOSDAQ
1043,050540,한국코퍼레이션,KOSDAQ
1044,050760,에스폴리텍,KOSDAQ
1045,050860,아세아텍,KOSDAQ
1046,050890,쏠리드,KOSDAQ
1047,050960,수산아이앤티,KOSDAQ
1048,051160,지어소프트,KOSDAQ
1049,051360,토비스,KOSDAQ
1050,051370,인터플렉스,KOSDAQ
1051,051380,피씨디렉트,KOSDAQ
1052,051390,YW,KOSDAQ
1053,051490,나라엠앤디,KOSDAQ
1054,051500,CJ프레시웨이,KOSDAQ
1055,051600,한전KPS,KOSPI
1056,051630,진양화학,KOSPI
1057,051780,큐로홀딩스,KOSDAQ
1058,051900,LG생활건강,KOSPI
1059,051905,LG생활건강우,KOSPI
1060,051910,LG화학,KOSPI
1061,051915,LG화학우,KOSPI
1062,051980,넥스트바이오홀딩스,KOSDAQ
1063,052020,에스티큐브,KOSDAQ
1064,052190,이에스에이,KOSDAQ
1065,052220,iMBC,KOSDAQ
1066,052260,SK바이오랜드,KOSDAQ
1067,052290,트레이스,KOSDAQ
1068,052300,W홀딩컴퍼니,KOSDAQ
1069,052330,코텍,KOSDAQ
1070,052400,코나아이,KOSDAQ
1071,052460,아이크래프트,KOSDAQ
1072,052600,한네트,KOSDAQ
1073,052670,제일바이오,KOSDAQ
1074,052690,한전기술,KOSPI
1075,052710,아모텍,KOSDAQ
1076,052770,와이디온라인,KOSDAQ
1077,052790,액토즈소프트,KOSDAQ
1078,052860,아이앤씨,KOSDAQ
1079,053030,바이넥스,KOSDAQ
1080,053050,지에스이,KOSDAQ
1081,053060,세동,KOSDAQ
1082,053110,소리바다,KOSDAQ
1083,053160,프리엠스,KOSDAQ
1084,053210,스카이라이프,KOSPI
1085,053260,금강철강,KOSDAQ
1086,053270,구영테크,KOSDAQ
1087,053280,예스24,KOSDAQ
1088,053290,NE능률,KOSDAQ
1089,053300,한국정보인증,KOSDAQ
1090,053350,이니텍,KOSDAQ
1091,053450,세코닉스,KOSDAQ
1092,053590,한국테크놀로지,KOSDAQ
1093,053610,프로텍,KOSDAQ
1094,053620,태양,KOSDAQ
1095,053690,한미글로벌,KOSPI
1096,053700,삼보모터스,KOSDAQ
1097,053800,안랩,KOSDAQ
1098,053950,경남제약,KOSDAQ
1099,053980,오상자이엘,KOSDAQ
1100,054040,한국컴퓨터,KOSDAQ
1101,054050,농우바이오,KOSDAQ
1102,054090,삼진엘앤디,KOSDAQ
1103,054180,중앙오션,KOSDAQ
1104,054210,이랜텍,KOSDAQ
1105,054220,비츠로시스,KOSDAQ
1106,054300,팬스타엔터프라이즈,KOSDAQ
1107,054410,케이피티,KOSDAQ
1108,054450,텔레칩스,KOSDAQ
1109,054540,삼영엠텍,KOSDAQ
1110,054620,APS홀딩스,KOSDAQ
1111,054630,에이디칩스,KOSDAQ
1112,054670,대한뉴팜,KOSDAQ
1113,054780,키이스트,KOSDAQ
1114,054800,아이디스홀딩스,KOSDAQ
1115,054920,한컴시큐어,KOSDAQ
1116,054930,유신,KOSDAQ
1117,054940,엑사이엔씨,KOSDAQ
1118,054950,제이브이엠,KOSDAQ
1119,055550,신한지주,KOSPI
1120,056080,유진로봇,KOSDAQ
1121,056090,유앤아이,KOSDAQ
1122,056190,에스에프에이,KOSDAQ
1123,056360,코위버,KOSDAQ
1124,056700,신화인터텍,KOSDAQ
1125,057030,와이비엠넷,KOSDAQ
1126,057050,현대홈쇼핑,KOSPI
1127,057500,SKC 솔믹스,KOSDAQ
1128,057540,옴니시스템,KOSDAQ
1129,057680,옴니텔,KOSDAQ
1130,057880,토필드,KOSDAQ
1131,058110,멕아이씨에스,KOSDAQ
1132,058220,아리온,KOSDAQ
1133,058400,KNN,KOSDAQ
1134,058430,포스코강판,KOSPI
1135,058450,일야,KOSDAQ
1136,058470,리노공업,KOSDAQ
1137,058530,크레아플래닛,KOSDAQ
1138,058610,에스피지,KOSDAQ
1139,058630,엠게임,KOSDAQ
1140,058650,세아홀딩스,KOSPI
1141,058730,동아에스텍,KOSPI
1142,058820,CMG제약,KOSDAQ
1143,058850,KTcs,KOSPI
1144,058860,케이티스,KOSPI
1145,059090,코미코,KOSDAQ
1146,059100,아이컴포넌트,KOSDAQ
1147,059120,아진엑스텍,KOSDAQ
1148,059210,메타바이오메드,KOSDAQ
1149,060150,인선이엔티,KOSDAQ
1150,060230,이그잭스,KOSDAQ
1151,060240,룽투코리아,KOSDAQ
1152,060250,NHN한국사이버결제,KOSDAQ
1153,060260,뉴보텍,KOSDAQ
1154,060280,큐렉소,KOSDAQ
1155,060300,레드로버,KOSDAQ
1156,060310,3S,KOSDAQ
1157,060370,KT서브마린,KOSDAQ
1158,060380,동양에스텍,KOSDAQ
1159,060480,국일신동,KOSDAQ
1160,060540,에스에이티,KOSDAQ
1161,060560,홈센타홀딩스,KOSDAQ
1162,060570,아이리버,KOSDAQ
1163,060590,씨티씨바이오,KOSDAQ
1164,060720,KH바텍,KOSDAQ
1165,060980,만도,KOSPI
1166,061040,알에프텍,KOSDAQ
1167,061250,화일약품,KOSDAQ
1168,061460,한진피앤씨,KOSDAQ
1169,061970,엘비세미콘,KOSDAQ
1170,062860,티엘아이,KOSDAQ
1171,063080,게임빌,KOSDAQ
1172,063160,종근당바이오,KOSPI
1173,063170,서울옥션,KOSDAQ
1174,063440,에프엔씨애드컬쳐,KOSDAQ
1175,063570,한국전자금융,KOSDAQ
1176,063760,이엘티,KOSDAQ
1177,064240,홈캐스트,KOSDAQ
1178,064260,다날,KOSDAQ
1179,064290,인텍플러스,KOSDAQ
1180,064350,현대로템,KOSPI
1181,064480,브리지텍,KOSDAQ
1182,064510,에코마이스터,KOSDAQ
1183,064520,바른전자,KOSDAQ
1184,064550,바이오니아,KOSDAQ
1185,064760,티씨케이,KOSDAQ
1186,064800,필링크,KOSDAQ
1187,064820,케이프,KOSDAQ
1188,064960,S&T;모티브,KOSPI
1189,065060,지엔코,KOSDAQ
1190,065130,탑엔지니어링,KOSDAQ
1191,065160,에프티이앤이,KOSDAQ
1192,065170,넥스트BT,KOSDAQ
1193,065350,신성델타테크,KOSDAQ
1194,065420,에스아이리소스,KOSDAQ
1195,065440,이루온,KOSDAQ
1196,065450,빅텍,KOSDAQ
1197,065500,오리엔트정공,KOSDAQ
1198,065510,휴비츠,KOSDAQ
1199,065530,전파기지국,KOSDAQ
1200,065560,녹원씨아이,KOSDAQ
1201,065570,삼영이엔씨,KOSDAQ
1202,065620,샤인,KOSDAQ
1203,065650,메디프론,KOSDAQ
1204,065660,안트로젠,KOSDAQ
1205,065680,우주일렉트로,KOSDAQ
1206,065690,대진디엠피,KOSDAQ
1207,065710,서호전기,KOSDAQ
1208,065940,바이오빌,KOSDAQ
1209,065950,웰크론,KOSDAQ
1210,066110,한프,KOSDAQ
1211,066130,하츠,KOSDAQ
1212,066310,큐에스아이,KOSDAQ
1213,066360,체리부로,KOSDAQ
1214,066410,투윈글로벌,KOSDAQ
1215,066570,LG전자,KOSPI
1216,066575,LG전자우,KOSPI
1217,066590,우수AMS,KOSDAQ
1218,066620,국보디자인,KOSDAQ
1219,066670,디스플레이텍,KOSDAQ
1220,066700,테라젠이텍스,KOSDAQ
1221,066790,씨씨에스,KOSDAQ
1222,066900,디에이피,KOSDAQ
1223,066910,손오공,KOSDAQ
1224,066970,엘앤에프,KOSDAQ
1225,066980,브레인콘텐츠,KOSDAQ
1226,067000,조이시티,KOSDAQ
1227,067010,이씨에스,KOSDAQ
1228,067080,대화제약,KOSDAQ
1229,067160,아프리카TV,KOSDAQ
1230,067170,오텍,KOSDAQ
1231,067280,멀티캠퍼스,KOSDAQ
1232,067290,JW신약,KOSDAQ
1233,067310,하나마이크론,KOSDAQ
1234,067390,아스트,KOSDAQ
1235,067570,엔브이에이치코리아,KOSDAQ
1236,067630,에이치엘비생명과학,KOSDAQ
1237,067730,로지시스,KOSDAQ
1238,067770,세진티에스,KOSDAQ
1239,067830,세이브존I&C;,KOSPI
1240,067900,와이엔텍,KOSDAQ
1241,067920,이글루시큐리티,KOSDAQ
1242,067990,도이치모터스,KOSDAQ
1243,068050,팬엔터테인먼트,KOSDAQ
1244,068240,다원시스,KOSDAQ
1245,068270,셀트리온,KOSDAQ
1246,068290,삼성출판사,KOSPI
1247,068330,일신바이오,KOSDAQ
1248,068400,AJ렌터카,KOSPI
1249,068760,셀트리온제약,KOSDAQ
1250,068790,DMS,KOSDAQ
1251,068930,디지털대성,KOSDAQ
1252,068940,아이씨케이,KOSDAQ
1253,069080,웹젠,KOSDAQ
1254,069110,코스온,KOSDAQ
1255,069140,누리플랜,KOSDAQ
1256,069260,휴켐스,KOSPI
1257,069330,유아이디,KOSDAQ
1258,069410,엔텔스,KOSDAQ
1259,069460,대호에이엘,KOSPI
1260,069500,KODEX 200,ETF
1261,069510,에스텍,KOSDAQ
1262,069540,라이트론,KOSDAQ
1263,069620,대웅제약,KOSPI
1264,069640,한세엠케이,KOSPI
1265,069660,KOSEF 200,ETF
1266,069730,DSR제강,KOSPI
1267,069920,아이에스이커머스,KOSDAQ
1268,069960,현대백화점,KOSPI
1269,070300,한솔시큐어,KOSDAQ
1270,070590,한솔인티큐브,KOSDAQ
1271,070960,용평리조트,KOSPI
1272,071050,한국금융지주,KOSPI
1273,071055,한국금융지주우,KOSPI
1274,071090,하이스틸,KOSPI
1275,071200,인피니트헬스케어,KOSDAQ
1276,071280,로체시스템즈,KOSDAQ
1277,071320,지역난방공사,KOSPI
1278,071460,대유위니아,KOSDAQ
1279,071670,에이테크솔루션,KOSDAQ
1280,071840,롯데하이마트,KOSPI
1281,071850,캐스텍코리아,KOSDAQ
1282,071950,코아스,KOSPI
1283,071970,STX중공업,KOSPI
1284,072020,중앙백신,KOSDAQ
1285,072130,유엔젤,KOSPI
1286,072470,우리산업홀딩스,KOSDAQ
1287,072520,태양씨앤엘,KOSDAQ
1288,072710,농심홀딩스,KOSPI
1289,072770,네오디안테크놀로지,KOSDAQ
1290,072870,메가스터디,KOSDAQ
1291,072950,빛샘전자,KOSDAQ
1292,072990,에이치시티,KOSDAQ
1293,073070,넥센테크,KOSDAQ
1294,073110,엘엠에스,KOSDAQ
1295,073190,듀오백코리아,KOSDAQ
1296,073240,금호타이어,KOSPI
1297,073490,이노와이어리스,KOSDAQ
1298,073540,에프알텍,KOSDAQ
1299,073560,우리손에프앤지,KOSDAQ
1300,073570,프롬써어티,KOSDAQ
1301,073640,삼원테크,KOSDAQ
1302,074430,아미노로직스,KOSDAQ
1303,074600,원익QnC,KOSDAQ
1304,074610,나노메딕스,KOSPI
1305,075130,플랜티넷,KOSDAQ
1306,075180,새론오토모티브,KOSPI
1307,075580,세진중공업,KOSPI
1308,075970,동국알앤에스,KOSDAQ
1309,076080,웰크론한텍,KOSDAQ
1310,076610,해성옵틱스,KOSDAQ
1311,077280,한컴지엠디,KOSDAQ
1312,077360,덕산하이메탈,KOSDAQ
1313,077500,유니퀘스트,KOSPI
1314,078000,텔코웨어,KOSPI
1315,078020,이베스트투자증권,KOSDAQ
1316,078070,유비쿼스홀딩스,KOSDAQ
1317,078130,국일제지,KOSDAQ
1318,078140,대봉엘에스,KOSDAQ
1319,078150,HB테크놀러지,KOSDAQ
1320,078160,메디포스트,KOSDAQ
1321,078340,컴투스,KOSDAQ
1322,078350,한양디지텍,KOSDAQ
1323,078520,에이블씨엔씨,KOSPI
1324,078590,두올산업,KOSDAQ
1325,078600,대주전자재료,KOSDAQ
1326,078650,코렌,KOSDAQ
1327,078860,아이오케이,KOSDAQ
1328,078890,가온미디어,KOSDAQ
1329,078930,GS,KOSPI
1330,078935,GS우,KOSPI
1331,078940,일경산업개발,KOSDAQ
1332,079000,와토스코리아,KOSDAQ
1333,079160,CJ CGV,KOSPI
1334,079170,한창산업,KOSDAQ
1335,079190,EMW,KOSDAQ
1336,079370,제우스,KOSDAQ
1337,079430,리바트,KOSPI
1338,079550,LIG넥스원,KOSPI
1339,079650,서산,KOSDAQ
1340,079660,사조해표,KOSPI
1341,079810,디이엔티,KOSDAQ
1342,079940,가비아,KOSDAQ
1343,079950,인베니아,KOSDAQ
1344,079960,동양이엔피,KOSDAQ
1345,079970,투비소프트,KOSDAQ
1346,079980,휴비스,KOSPI
1347,080000,에스엔유,KOSDAQ
1348,080010,이상네트웍스,KOSDAQ
1349,080160,모두투어,KOSDAQ
1350,080220,제주반도체,KOSDAQ
1351,080420,모다이노칩,KOSDAQ
1352,080470,성창오토텍,KOSDAQ
1353,080520,오디텍,KOSDAQ
1354,080530,코디,KOSDAQ
1355,080580,오킨스전자,KOSDAQ
1356,081000,일진다이아,KOSPI
1357,081150,티플랙스,KOSDAQ
1358,081580,성우전자,KOSDAQ
1359,081660,휠라코리아,KOSPI
1360,081970,넥스지,KOSDAQ
1361,082210,옵트론텍,KOSDAQ
1362,082270,젬백스,KOSDAQ
1363,082640,동양생명,KOSPI
1364,082660,크루셜엠스,KOSDAQ
1365,082740,두산엔진,KOSPI
1366,082800,루미마이크로,KOSDAQ
1367,082850,우리이티아이,KOSDAQ
1368,083310,엘오티베큠,KOSDAQ
1369,083370,동북아12호,KOSPI
1370,083380,동북아13호,KOSPI
1371,083420,KPX그린케미칼,KOSPI
1372,083450,GST,KOSDAQ
1373,083470,KJ프리텍,KOSDAQ
1374,083500,에프엔에스테크,KOSDAQ
1375,083550,케이엠,KOSDAQ
1376,083640,인콘,KOSDAQ
1377,083650,비에이치아이,KOSDAQ
1378,083660,CSA 코스믹,KOSDAQ
1379,083790,크리스탈,KOSDAQ
1380,083930,아바코,KOSDAQ
1381,084010,대한제강,KOSPI
1382,084110,휴온스글로벌,KOSDAQ
1383,084180,수성,KOSDAQ
1384,084370,유진테크,KOSDAQ
1385,084650,랩지노믹스,KOSDAQ
1386,084670,동양고속,KOSPI
1387,084680,이월드,KOSPI
1388,084690,대상홀딩스,KOSPI
1389,084695,대상홀딩스우,KOSPI
1390,084730,팅크웨어,KOSDAQ
1391,084870,TBH글로벌,KOSPI
1392,084990,바이로메드,KOSDAQ
1393,085310,엔케이,KOSPI
1394,085370,루트로닉,KOSDAQ
1395,085620,미래에셋생명,KOSPI
1396,085660,차바이오앤,KOSDAQ
1397,085670,뉴프렉스,KOSDAQ
1398,085810,알티캐스트,KOSDAQ
1399,085910,네오티스,KOSDAQ
1400,086040,바이오톡스텍,KOSDAQ
1401,086060,진바이오텍,KOSDAQ
1402,086250,화신테크,KOSDAQ
1403,086280,현대글로비스,KOSPI
1404,086390,유니테스트,KOSDAQ
1405,086450,동국제약,KOSDAQ
1406,086520,에코프로,KOSDAQ
1407,086670,비엠티,KOSDAQ
1408,086790,하나금융지주,KOSPI
1409,086890,이수앱지스,KOSDAQ
1410,086900,메디톡스,KOSDAQ
1411,086960,한컴MDS,KOSDAQ
1412,086980,쇼박스,KOSDAQ
1413,087010,펩트론,KOSDAQ
1414,087260,모바일어플라이언스,KOSDAQ
1415,087600,픽셀플러스,KOSDAQ
1416,087730,네패스신소재,KOSDAQ
1417,088130,동아엘텍,KOSDAQ
1418,088290,이원컴포텍,KOSDAQ
1419,088350,한화생명,KOSPI
1420,088390,이녹스,KOSDAQ
1421,088790,진도,KOSPI
1422,088800,에이스테크,KOSDAQ
1423,088910,동우팜투테이블,KOSDAQ
1424,088980,맥쿼리인프라,KOSPI
1425,089010,켐트로닉스,KOSDAQ
1426,089030,테크윙,KOSDAQ
1427,089140,넥스턴,KOSDAQ
1428,089150,케이씨티,KOSDAQ
1429,089470,현대EP,KOSPI
1430,089530,아이테스트,KOSDAQ
1431,089590,제주항공,KOSPI
1432,089600,나스미디어,KOSDAQ
1433,089790,제이티,KOSDAQ
1434,089850,유비벨록스,KOSDAQ
1435,089890,고려반도체,KOSDAQ
1436,089980,상아프론테크,KOSDAQ
1437,090080,평화산업,KOSPI
1438,090150,광진윈텍,KOSDAQ
1439,090350,노루페인트,KOSPI
1440,090355,노루페인트우,KOSPI
1441,090360,로보스타,KOSDAQ
1442,090370,아비스타,KOSPI
1443,090410,덕신하우징,KOSDAQ
1444,090430,아모레퍼시픽,KOSPI
1445,090435,아모레퍼시픽우,KOSPI
1446,090460,비에이치,KOSDAQ
1447,090470,제이스텍,KOSDAQ
1448,090710,디에스티로봇,KOSDAQ
1449,090730,SIMPAC Metal,KOSDAQ
1450,090740,연이정보통신,KOSDAQ
1451,090850,이지웰페어,KOSDAQ
1452,091090,세원셀론텍,KOSPI
1453,091120,이엠텍,KOSDAQ
1454,091160,KODEX 반도체,ETF
1455,091170,KODEX 은행,ETF
1456,091180,KODEX 자동차,ETF
1457,091210,TIGER KRX100,ETF
1458,091220,TIGER 은행,ETF
1459,091230,TIGER 반도체,ETF
1460,091340,S&K;폴리텍,KOSDAQ
1461,091440,텔레필드,KOSDAQ
1462,091580,상신이디피,KOSDAQ
1463,091590,남화토건,KOSDAQ
1464,091700,파트론,KOSDAQ
1465,091970,나노캠텍,KOSDAQ
1466,091990,센트리온헬스케어,KOSDAQ
1467,092040,아미코젠,KOSDAQ
1468,092070,디엔에프,KOSDAQ
1469,092130,이크레더블,KOSDAQ
1470,092200,디아이씨,KOSPI
1471,092220,KEC,KOSPI
1472,092230,KPX홀딩스,KOSPI
1473,092300,현우산업,KOSDAQ
1474,092440,기신정기,KOSPI
1475,092460,한라IMS,KOSDAQ
1476,092600,넥스트칩,KOSDAQ
1477,092730,네오팜,KOSDAQ
1478,092780,동양피스톤,KOSPI
1479,092870,엑시콘,KOSDAQ
1480,093050,LG패션,KOSPI
1481,093190,빅솔론,KOSDAQ
1482,093230,이아이디,KOSPI
1483,093240,형지엘리트,KOSPI
1484,093320,케이아이엔엑스,KOSDAQ
1485,093370,후성,KOSPI
1486,093380,풍강,KOSDAQ
1487,093520,매커스,KOSDAQ
1488,093640,다믈멀티미디어,KOSDAQ
1489,093920,서원인텍,KOSDAQ
1490,094170,동운아나텍,KOSDAQ
1491,094190,이엘케이,KOSDAQ
1492,094280,효성ITX,KOSPI
1493,094360,칩스앤미디어,KOSDAQ
1494,094480,갤럭시아컴즈,KOSDAQ
1495,094800,맵스리얼티1,KOSPI
1496,094820,일진에너지,KOSDAQ
1497,094840,슈프리마에이치큐,KOSDAQ
